DRINKING WATER,ISO3,Year,"Population 
(thousands)",% urban,RURAL,,,,,URBAN,,,,,TOTAL,,,,,RURAL,,,,,,,URBAN,,,,,,,TOTAL,,,,,,,,,,,
"COUNTRY, AREA OR TERRITORY",,,,,,,,,,,,,,,,,,,,"Proportion of population using 
improved water supplies",,,,,,,"Proportion of population using 
improved water supplies",,,,,,,"Proportion of population using 
improved water supplies",,,,,,,,,,,
Marshall Islands,MHL,2004,       54,71,95,5,<1,<1,-0.34,86,13,<1,<1,-,89,11,<1,<1,-,-,89,-,-,-,<1,>99,-,81,-,-,-,27,73,-,83,67,-,-,19,81,2949,Oceania,WPR,East Asia and Pacific,East Asia and Pacific
Marshall Islands,MHL,2005,       54,71,95,5,<1,<1,-0.34,86,13,<1,<1,-,89,11,<1,<1,-,-,89,-,-,-,<1,>99,-,81,-,-,-,27,73,-,83,68,-,-,19,81,2950,Oceania,WPR,East Asia and Pacific,East Asia and Pacific
Marshall Islands,MHL,2006,       54,72,95,5,<1,<1,-0.34,86,13,<1,<1,-,89,11,<1,<1,-,-,89,-,-,-,<1,>99,-,81,-,-,-,27,72,-,83,70,-,-,19,80,2951,Oceania,WPR,East Asia and Pacific,East Asia and Pacific
Marshall Islands,MHL,2007,       54,72,95,5,<1,<1,-0.34,86,13,<1,<1,-,88,11,<1,<1,-,-,89,-,-,-,<1,>99,-,81,-,-,-,27,72,-,83,71,-,-,20,79,2952,Oceania,WPR,East Asia and Pacific,East Asia and Pacific
Marshall Islands,MHL,2008,       54,73,95,5,<1,<1,-0.34,86,13,1,<1,-,88,11,<1,<1,-,-,89,-,-,-,<1,>99,-,81,-,-,-,28,71,-,83,72,-,-,20,79,2953,Oceania,WPR,East Asia and Pacific,East Asia and Pacific
Marshall Islands,MHL,2009,       54,73,94,5,<1,<1,-0.34,86,13,1,<1,-,88,11,<1,<1,-,-,89,-,-,-,1,98,-,81,-,-,-,28,71,-,83,73,-,-,21,78,2954,Oceania,WPR,East Asia and Pacific,East Asia and Pacific
Marshall Islands,MHL,2010,       53,74,94,5,<1,<1,-0.34,86,13,1,<1,-,88,11,1,<1,-,-,88,-,-,-,2,97,-,81,-,-,-,29,70,-,83,74,-,-,21,77,2955,Oceania,WPR,East Asia and Pacific,East Asia and Pacific
Marshall Islands,MHL,2011,       53,74,93,5,1,<1,-0.34,86,13,1,<1,-,88,11,1,<1,-,-,88,-,-,-,2,96,-,80,-,-,-,29,70,-,82,75,-,-,22,77,2956,Oceania,WPR,East Asia and Pacific,East Asia and Pacific
Marshall Islands,MHL,2012,       52,74,93,5,2,<1,-0.34,86,13,2,<1,-,87,11,2,<1,-,-,87,-,-,-,3,95,-,80,-,-,-,29,69,-,82,76,-,-,23,76,2957,Oceania,WPR,East Asia and Pacific,East Asia and Pacific
Marshall Islands,MHL,2013,       51,75,92,5,3,<1,-0.34,85,13,2,<1,-,87,11,2,<1,-,-,87,-,-,-,3,94,-,80,-,-,-,30,69,-,82,77,-,-,23,75,2958,Oceania,WPR,East Asia and Pacific,East Asia and Pacific
Marshall Islands,MHL,2014,       50,75,92,5,3,<1,-0.34,85,13,2,<1,-,87,11,2,<1,-,-,86,-,-,-,4,93,-,80,-,-,-,30,68,-,82,78,-,-,24,74,2959,Oceania,WPR,East Asia and Pacific,East Asia and Pacific
Marshall Islands,MHL,2015,       49,76,91,5,4,<1,-0.34,85,13,2,<1,-,87,11,2,<1,-,-,86,-,-,-,4,92,-,80,-,-,-,30,68,-,81,79,-,-,24,74,2960,Oceania,WPR,East Asia and Pacific,East Asia and Pacific
Marshall Islands,MHL,2016,       48,76,91,5,4,<1,-0.34,85,13,2,<1,-,86,11,3,<1,-,-,85,-,-,-,4,91,-,80,-,-,-,31,67,-,81,79,-,-,25,73,2961,Oceania,WPR,East Asia and Pacific,East Asia and Pacific
Marshall Islands,MHL,2017,       47,77,90,5,5,<1,-0.34,85,13,2,<1,-,86,11,3,<1,-,-,85,-,-,-,5,90,-,80,-,-,-,31,67,-,81,80,-,-,25,72,2962,Oceania,WPR,East Asia and Pacific,East Asia and Pacific
Marshall Islands,MHL,2018,       46,77,89,5,5,<1,-0.34,85,13,2,<1,-,86,11,3,<1,-,-,84,-,-,-,5,89,-,80,-,-,-,32,66,-,81,81,-,-,26,71,2963,Oceania,WPR,East Asia and Pacific,East Asia and Pacific
Marshall Islands,MHL,2019,       45,77,89,5,6,<1,-0.34,85,13,2,<1,-,86,11,3,<1,-,-,84,-,-,-,6,88,-,80,-,-,-,32,66,-,81,81,-,-,26,71,2964,Oceania,WPR,East Asia and Pacific,East Asia and Pacific
Marshall Islands,MHL,2020,       43,78,88,5,7,<1,-0.34,85,13,3,<1,-,85,11,3,<1,-,-,83,-,-,-,6,87,-,80,-,-,-,32,65,-,80,81,-,-,27,70,2965,Oceania,WPR,East Asia and Pacific,East Asia and Pacific
Marshall Islands,MHL,2021,       42,78,88,5,7,<1,-0.34,85,13,3,<1,-,85,11,4,<1,-,-,83,-,-,-,7,86,-,79,-,-,-,33,65,-,80,81,-,-,27,69,2966,Oceania,WPR,East Asia and Pacific,East Asia and Pacific
Marshall Islands,MHL,2022,       42,79,87,5,8,<1,-0.34,84,13,3,<1,-,85,11,4,<1,-,-,82,-,-,-,7,85,-,79,-,-,-,33,64,-,80,81,-,-,28,69,2967,Oceania,WPR,East Asia and Pacific,East Asia and Pacific
Martinique,MTQ,2000,      433,90,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,>99,-,>99,-0.03,-,-,2968,Latin America and the Caribbean,,,
Martinique,MTQ,2001,      429,90,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,>99,-,>99,-0.03,>99,<1,2969,Latin America and the Caribbean,,,
Martinique,MTQ,2002,      425,90,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,>99,-,>99,-0.03,>99,<1,2970,Latin America and the Caribbean,,,
Martinique,MTQ,2003,      419,89,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,>99,-,>99,-0.03,>99,<1,2971,Latin America and the Caribbean,,,
Martinique,MTQ,2004,      410,89,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,>99,-,>99,-0.03,>99,<1,2972,Latin America and the Caribbean,,,
Martinique,MTQ,2005,      400,89,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,>99,-,>99,-0.03,>99,<1,2973,Latin America and the Caribbean,,,
Martinique,MTQ,2006,      396,89,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,>99,-,>99,-0.03,>99,<1,2974,Latin America and the Caribbean,,,
Martinique,MTQ,2007,      396,89,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,>99,-,>99,-0.03,>99,<1,2975,Latin America and the Caribbean,,,
Martinique,MTQ,2008,      395,89,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,>99,-,>99,-0.03,>99,<1,2976,Latin America and the Caribbean,,,
Martinique,MTQ,2009,      394,89,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,>99,-,>99,-0.03,>99,<1,2977,Latin America and the Caribbean,,,
Martinique,MTQ,2010,      392,89,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,>99,-,>99,-0.03,>99,<1,2978,Latin America and the Caribbean,,,
Martinique,MTQ,2011,      390,89,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,>99,-,>99,-0.03,>99,<1,2979,Latin America and the Caribbean,,,
Martinique,MTQ,2012,      387,89,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,>99,-,>99,-0.03,>99,<1,2980,Latin America and the Caribbean,,,
Martinique,MTQ,2013,      385,89,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,>99,-,>99,-0.03,>99,<1,2981,Latin America and the Caribbean,,,
Martinique,MTQ,2014,      384,89,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,>99,-,>99,-0.03,>99,<1,2982,Latin America and the Caribbean,,,
Martinique,MTQ,2015,      384,89,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,>99,>99,-,>99,-0.03,>99,<1,2983,Latin America and the Caribbean,,,
Martinique,MTQ,2016,      380,89,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,>99,-,99,-0.03,>99,<1,2984,Latin America and the Caribbean,,,
Martinique,MTQ,2017,      377,89,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,>99,-,99,-0.03,>99,<1,2985,Latin America and the Caribbean,,,
Martinique,MTQ,2018,      375,89,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,>99,-,99,-0.03,>99,<1,2986,Latin America and the Caribbean,,,
Martinique,MTQ,2019,      372,89,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,>99,-,99,-0.03,>99,<1,2987,Latin America and the Caribbean,,,
Martinique,MTQ,2020,      370,89,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,>99,-,99,-0.03,>99,<1,2988,Latin America and the Caribbean,,,
Martinique,MTQ,2021,      369,89,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,>99,-,99,-0.03,>99,<1,2989,Latin America and the Caribbean,,,
Martinique,MTQ,2022,      368,89,-,-,-,-,-,-,-,-,-,-,>99,<1,<1,<1,0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,99,>99,-,99,-0.03,>99,<1,2990,Latin America and the Caribbean,,,
Mauritania,MRT,2000,    2 695,38,26,15,50,9,1.36,68,25,6,1,1.23,42,19,33,6,1.64,-,14,20,-,-,15,26,-,39,46,-,-,43,49,-,24,30,-,-,26,35,2991,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2001,    2 762,39,27,16,49,8,1.36,68,25,6,1,1.23,42,19,33,6,1.64,-,14,20,-,-,16,26,-,39,46,-,-,45,48,-,24,30,-,-,27,34,2992,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2002,    2 822,39,28,16,49,8,1.36,69,24,6,1,1.23,44,19,32,5,1.64,-,15,21,-,-,18,26,-,40,46,-,-,46,47,-,25,31,-,-,29,34,2993,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2003,    2 883,40,29,16,48,8,1.36,70,23,5,1,1.23,46,19,31,5,1.64,-,15,22,-,-,19,26,-,40,46,-,-,48,46,-,25,32,-,-,31,34,2994,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2004,    2 947,41,30,16,47,7,1.36,71,23,5,<1,1.23,47,19,30,5,1.64,-,16,22,-,-,20,26,-,40,47,-,-,49,45,-,26,32,-,-,32,34,2995,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2005,    3 012,42,31,16,46,7,1.36,73,22,5,<1,1.23,49,18,29,4,1.64,-,16,23,-,-,22,26,-,40,47,-,-,51,44,-,26,33,-,-,34,33,2996,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2006,    3 081,43,33,16,45,6,1.36,74,21,5,<1,1.23,50,18,28,4,1.64,-,17,24,-,-,23,26,-,40,47,-,-,52,42,-,27,34,-,-,35,33,2997,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2007,    3 154,44,34,16,44,6,1.36,75,20,4,<1,1.23,52,18,27,4,1.64,-,18,24,-,-,24,26,-,40,47,-,-,54,41,-,28,34,-,-,37,33,2998,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2008,    3 233,45,35,16,43,6,1.36,76,19,4,<1,1.23,54,17,26,3,1.64,-,20,25,-,-,25,26,-,40,47,-,-,55,40,-,29,35,-,-,39,32,2999,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2009,    3 323,46,37,16,42,5,1.36,78,18,4,<1,1.23,55,17,25,3,1.64,-,21,26,-,-,27,26,-,40,47,-,-,56,39,-,30,36,-,-,40,32,3000,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2010,    3 419,47,38,16,41,5,1.36,79,17,4,<1,1.23,57,16,24,3,1.64,-,22,26,-,-,28,26,-,44,47,-,-,58,38,-,32,36,-,-,42,32,3001,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2011,    3 524,47,39,16,40,4,1.36,80,16,4,<1,1.23,59,16,23,2,1.64,-,23,27,-,-,29,26,-,47,48,-,-,59,37,-,35,37,-,-,43,31,3002,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2012,    3 636,48,41,16,39,4,1.36,81,15,3,<1,1.23,60,15,22,2,1.64,-,25,28,-,-,30,26,-,50,48,-,-,61,36,-,37,37,-,-,45,31,3003,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2013,    3 743,49,42,16,38,4,1.36,83,14,3,<1,1.23,62,15,21,2,1.64,-,26,28,-,-,32,26,-,54,48,-,-,62,35,-,40,38,-,-,47,30,3004,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2014,    3 843,50,43,16,38,3,1.36,84,13,3,<1,1.23,64,14,20,2,1.64,-,27,29,-,-,33,26,-,57,48,-,-,64,33,-,42,38,-,-,48,30,3005,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2015,    3 946,51,45,16,37,3,1.36,85,12,3,<1,1.23,66,14,19,1,1.64,-,29,30,-,-,34,26,-,60,48,-,-,65,32,-,45,39,-,-,50,29,3006,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2016,    4 052,52,46,16,36,2,1.36,87,11,2,<1,1.23,67,13,18,1,1.64,-,30,30,-,-,35,27,-,64,48,-,-,66,31,-,48,40,-,-,52,29,3007,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2017,    4 160,53,48,15,35,2,1.36,88,10,2,<1,1.23,69,13,17,<1,1.64,-,32,31,-,-,37,27,-,67,48,-,-,68,30,-,50,40,-,-,53,28,3008,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2018,    4 271,54,49,15,34,2,1.36,89,9,2,<1,1.23,71,12,17,<1,1.64,-,33,31,-,-,38,27,-,70,49,-,-,69,29,-,53,41,-,-,55,28,3009,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2019,    4 384,55,51,15,33,1,1.36,91,8,1,<1,1.23,73,11,16,<1,1.64,-,35,32,-,-,39,27,-,74,49,-,-,71,28,-,56,41,-,-,56,27,3010,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2020,    4 499,55,52,15,32,<1,1.36,92,7,1,<1,1.23,74,10,15,<1,1.64,-,37,33,-,-,40,27,-,77,49,-,-,72,27,-,59,42,-,-,58,27,3011,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2021,    4 615,56,54,14,31,<1,1.36,93,6,<1,<1,1.23,76,10,14,<1,1.64,-,38,33,-,-,42,27,-,81,49,-,-,74,26,-,62,42,-,-,60,26,3012,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritania,MRT,2022,    4 736,57,56,14,30,<1,1.36,95,5,<1,<1,1.23,78,9,13,<1,1.64,-,40,34,-,-,43,27,-,84,49,-,-,75,24,-,65,43,-,-,61,25,3013,Sub-Saharan Africa,AFR,West and Central Africa,Sub-Saharan Africa
Mauritius,MUS,2000,    1 216,43,99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,99,85,-,-,99,<1,-,>99,92,-,-,>99,<1,-,>99,88,-,-,>99,<1,3014,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2001,    1 225,43,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,99,85,-,-,>99,<1,-,>99,92,-,-,>99,<1,-,>99,88,-,-,>99,<1,3015,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2002,    1 234,42,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,>99,85,-,-,>99,<1,-,>99,92,-,-,>99,<1,-,>99,88,-,-,>99,<1,3016,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2003,    1 242,42,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,>99,85,-,-,>99,<1,-,>99,92,-,-,>99,<1,-,>99,88,-,-,>99,<1,3017,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2004,    1 250,42,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,>99,85,-,-,>99,<1,-,>99,92,-,-,>99,<1,-,>99,88,-,-,>99,<1,3018,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2005,    1 258,42,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,>99,85,-,-,>99,<1,-,>99,93,-,-,>99,<1,-,>99,88,-,-,>99,<1,3019,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2006,    1 265,42,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,>99,85,-,-,>99,<1,-,>99,93,-,-,>99,<1,-,>99,88,-,-,>99,<1,3020,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2007,    1 271,42,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,>99,85,-,-,>99,<1,-,>99,93,-,-,>99,<1,-,>99,88,-,-,>99,<1,3021,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2008,    1 276,42,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,>99,85,-,-,>99,<1,-,>99,93,-,-,>99,<1,-,>99,88,-,-,>99,<1,3022,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2009,    1 280,42,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,>99,85,-,-,>99,<1,-,>99,93,-,-,>99,<1,-,>99,88,-,-,>99,<1,3023,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2010,    1 283,42,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,>99,85,-,-,>99,<1,-,>99,93,-,-,>99,<1,-,>99,88,-,-,>99,<1,3024,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2011,    1 286,41,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,>99,87,-,-,>99,<1,-,>99,93,-,-,>99,<1,-,>99,89,-,-,>99,<1,3025,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2012,    1 289,41,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,>99,88,-,-,>99,<1,-,>99,93,-,-,>99,<1,-,>99,90,-,-,>99,<1,3026,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2013,    1 291,41,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,>99,90,-,-,>99,<1,-,>99,93,-,-,>99,<1,-,>99,91,-,-,>99,<1,3027,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2014,    1 292,41,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,>99,91,-,-,>99,<1,-,>99,94,-,-,>99,<1,-,>99,92,-,-,>99,<1,3028,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2015,    1 293,41,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,>99,92,-,-,>99,<1,-,>99,94,-,-,>99,<1,-,>99,93,-,-,>99,<1,3029,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2016,    1 294,41,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,>99,94,-,-,>99,<1,-,>99,94,-,-,>99,<1,-,>99,94,-,-,>99,<1,3030,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2017,    1 295,41,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,>99,95,-,-,>99,<1,-,>99,95,-,-,>99,<1,-,>99,95,-,-,>99,<1,3031,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2018,    1 295,41,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,>99,97,-,-,>99,<1,-,>99,95,-,-,>99,<1,-,>99,96,-,-,>99,<1,3032,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2019,    1 296,41,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,>99,98,-,-,>99,<1,-,>99,95,-,-,>99,<1,-,>99,97,-,-,>99,<1,3033,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2020,    1 298,41,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,>99,98,-,-,>99,<1,-,>99,95,-,-,>99,<1,-,>99,97,-,-,>99,<1,3034,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2021,    1 299,41,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,>99,98,-,-,>99,<1,-,>99,95,-,-,>99,<1,-,>99,97,-,-,>99,<1,3035,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mauritius,MUS,2022,    1 299,41,>99,<1,<1,<1,0.05,>99,<1,<1,<1,0.01,>99,<1,<1,<1,0.03,-,>99,98,-,-,>99,<1,-,>99,95,-,-,>99,<1,-,>99,97,-,-,>99,<1,3036,Sub-Saharan Africa,AFR,,Sub-Saharan Africa
Mayotte,MYT,2000,      159,48,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3037,Sub-Saharan Africa,,,
Mayotte,MYT,2001,      166,49,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3038,Sub-Saharan Africa,,,
Mayotte,MYT,2002,      172,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3039,Sub-Saharan Africa,,,
Mayotte,MYT,2003,      179,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3040,Sub-Saharan Africa,,,
Mayotte,MYT,2004,      184,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3041,Sub-Saharan Africa,,,
Mayotte,MYT,2005,      187,50,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,3042,Sub-Saharan Africa,,,
Mayotte,MYT,2006,      191,50,-,-,-,-,-,-,-,-,-,-,97,<1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,79,-,97,-,97,<1,3043,Sub-Saharan Africa,,,
Mayotte,MYT,2007,      196,50,-,-,-,-,-,-,-,-,-,-,97,<1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,79,-,97,-,97,<1,3044,Sub-Saharan Africa,,,
Mayotte,MYT,2008,      201,50,-,-,-,-,-,-,-,-,-,-,97,<1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,79,-,97,-,97,<1,3045,Sub-Saharan Africa,,,
Mayotte,MYT,2009,      206,49,-,-,-,-,-,-,-,-,-,-,97,<1,<1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,79,-,97,-,97,<1,3046,Sub-Saharan Africa,,,
Mayotte,MYT,2010,      212,49,-,-,-,-,-,-,-,-,-,-,97,<1,<1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,79,79,-,97,-,97,<1,3047,Sub-Saharan Africa,,,
Mayotte,MYT,2011,      217,49,-,-,-,-,-,-,-,-,-,-,97,<1,<1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,81,81,-,97,-,96,<1,3048,Sub-Saharan Africa,,,
Mayotte,MYT,2012,      224,48,-,-,-,-,-,-,-,-,-,-,97,<1,<1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,84,84,-,96,-,96,1,3049,Sub-Saharan Africa,,,
Mayotte,MYT,2013,      231,48,-,-,-,-,-,-,-,-,-,-,97,<1,<1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,86,86,-,96,-,95,2,3050,Sub-Saharan Africa,,,
Mayotte,MYT,2014,      240,47,-,-,-,-,-,-,-,-,-,-,97,<1,<1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,88,88,-,96,-,95,2,3051,Sub-Saharan Africa,,,
Mayotte,MYT,2015,      250,47,-,-,-,-,-,-,-,-,-,-,97,<1,<1,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,91,91,-,95,-,94,2,3052,Sub-Saharan Africa,,,
